,Unnamed: 0,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
3578,3578,254825205,1,2,75,13,2,8,16,0,T,75,1,L,600,0,30,99,0,0
3583,3583,992196025,1,1,16,23,4,1,15,500,T,44,1,L,324,0,100,99,0,0
3584,3584,313323395,1,2,52,12,2,6,#,0,T,31,1,a,324,0,100,99,0,0
3589,3589,104117539,1,2,24,1,2,22,#,0,D,15,1,L,5710,1,50,99,0,0
3593,3593,200676047,1,2,45,6,2,1,#,0,H,26,1,L,1007,0,30,4,1,1
3597,3597,241138860,1,2,61,14,4,8,12,500,T,61,#,#,324,0,100,99,0,0
3601,3601,968113202,1,2,49,29,4,1,12,0,K,45,1,a,200,0,90,99,0,1
3603,3603,985095937,1,2,35,**,2,1,12,0,K,66,1,L,1,0,50,99,0,0
3612,3612,256887274,1,1,79,8,3,1,#,500,T,79,1,L,2400,0,5,99,0,0
3615,3615,245773176,1,2,27,**,2,1,12,500,T,26,1,L,480,0,50,99,0,0
3620,3620,954652688,1,1,32,39,2,1,12,0,T,27,1,L,2500,0,40,6,1,1
3622,3622,252126553,1,1,22,13,2,1,12,0,T,22,1,a,2120,0,50,99,0,0
3623,3623,995207091,1,1,69,**,2,1,12,0,T,69,1,L,120,0,50,99,0,0
3628,3628,963469485,1,2,20,27,4,1,11,0,K,41,1,a,1058,0,20,99,0,1
3630,3630,327811116,1,1,24,**,4,1,#,0,T,44,1,a,324,0,100,99,0,0
3637,3637,306670345,1,1,51,13,4,1,12,0,T,38,1,L,2520,0,100,99,0,0
3638,3638,240925664,1,1,51,**,2,1,12,0,K,51,1,L,27760,0,50,99,0,0
3641,3641,514840928,1,1,33,13,2,1,#,0,C,20,1,L,1007,0,70,99,0,2
3642,3642,613697669,1,1,45,**,4,1,#,0,K,28,1,L,1058,0,100,99,0,1
3645,3645,604548418,1,2,62,27,2,1,#,0,K,44,1,a,1,0,10,3,6,0
3647,3647,200803264,1,1,57,3,4,1,#,0,H,39,1,L,324,0,100,99,0,0
3648,3648,990894845,1,2,36,28,2,1,12,500,Q,33,1,L,8835,0,50,99,0,1
3651,3651,946037477,1,2,27,23,4,1,#,0,C,20,1,L,500,0,100,99,0,1
3655,3655,613196834,1,1,27,27,2,1,#,0,K,32,1,a,600,0,50,11,1,1
3662,3662,970482866,1,2,26,**,4,1,12,0,Q,22,1,L,4536,0,100,99,0,0
3663,3663,953457719,1,2,21,**,4,1,#,0,K,15,1,L,594,0,80,99,0,3
3666,3666,243133445,1,1,55,13,4,1,15,0,T,55,1,L,648,0,80,99,0,1
3671,3671,904331662,1,2,56,43,4,99,#,0,Q,41,1,L,648,0,100,99,0,0
3672,3672,983331355,1,2,30,**,2,1,#,0,T,28,1,L,3360,0,50,99,0,1
3676,3676,801438630,1,2,43,34,4,1,#,0,N,26,1,L,324,0,100,99,0,0
3681,3681,906519556,1,2,40,41,4,8,12,0,Q,30,1,L,1188,0,80,99,0,1
3683,3683,504534928,1,2,46,22,90,99,#,0,C,28,1,L,600,0,100,99,0,0
3687,3687,606385689,1,2,27,**,4,1,#,0,K,15,1,a,1080,0,120,99,0,0
3689,3689,403259486,1,2,54,37,2,1,#,0,S,37,1,L,324,0,100,99,0,0
3698,3698,993456672,1,1,26,30,2,1,11,0,K,25,1,L,130,0,50,99,0,0
3700,3700,203644888,1,2,53,4,2,1,#,0,H,38,1,L,120,0,60,99,0,0
3706,3706,243573906,1,1,77,21,2,1,#,0,C,76,1,R,1200,0,50,99,0,0
3710,3710,247331444,1,2,36,**,4,1,#,0,T,36,1,a,4940,0,60,99,0,1
3711,3711,240360957,1,1,26,**,2,1,12,0,T,26,1,L,840,0,50,99,0,1
3732,3732,951103622,1,1,56,**,3,1,12,0,K,48,1,L,130,0,40,11,1,0
3736,3736,951470855,1,2,25,40,2,17,#,0,Q,17,1,a,980,0,0,3,4,0
3737,3737,317228256,1,2,49,**,2,6,#,0,T,36,1,L,3720,0,50,99,0,0
3739,3739,959931797,1,1,52,**,4,1,11,0,T,47,1,L,15000,0,100,99,0,0
3742,3742,249101786,1,1,35,45,4,1,#,500,Q,35,1,L,240,0,80,99,0,0
3748,3748,996757526,1,1,67,42,2,21,#,500,Q,67,1,L,230,1,3,4,7,1
3753,3753,948352995,1,2,26,27,4,17,12,0,K,18,1,L,3906,0,100,99,0,0
3758,3758,258339529,1,2,45,**,4,1,#,500,Q,45,1,L,120,0,30,99,0,0
3761,3761,994854247,1,2,39,13,4,8,12,500,T,39,1,L,960,0,70,99,0,0
3762,3762,969908791,1,2,21,28,4,1,#,0,K,31,1,L,1,0,90,99,0,0
3764,3764,970222352,1,2,27,27,2,8,#,0,K,23,1,L,9960,0,10,10,3,1
3766,3766,941420877,1,2,56,27,2,1,#,0,K,49,1,L,120,1,100,10,3,0
3768,3768,962110855,1,2,20,33,2,1,#,0,N,43,1,L,700,0,30,5,1,1
3773,3773,318749479,1,1,43,12,4,1,11,0,T,33,1,a,3450,0,80,99,0,0
3778,3778,964007885,1,2,30,11,4,10,11,0,T,24,1,L,1080,0,130,99,0,0
3781,3781,254920768,1,1,62,7,2,1,12,0,H,62,1,L,1,1,100,3,3,0
3785,3785,969433070,1,2,26,27,3,1,11,0,S,23,1,L,1007,1,3,10,3,1
3793,3793,241955482,1,1,17,27,2,1,12,0,K,42,1,L,2342,0,20,99,0,1
3794,3794,515361860,1,2,35,23,4,99,#,0,C,24,1,L,1007,0,110,99,0,1
3801,3801,991218231,1,1,55,**,4,1,12,0,K,54,1,L,4504,0,100,99,0,0
3802,3802,985906553,1,1,49,**,2,1,12,500,T,48,1,L,813,0,50,99,0,1
3803,3803,961703487,1,1,27,27,2,1,11,0,K,22,1,L,2500,0,70,99,0,1
3807,3807,318247075,1,1,37,29,4,1,11,0,T,28,1,L,1000,0,120,99,0,0
3811,3811,314295607,1,1,35,13,4,8,#,0,T,43,1,L,324,0,100,99,0,0
3813,3813,980369126,1,1,61,13,4,10,12,0,T,58,1,L,960,0,50,99,0,0
3814,3814,244743898,1,2,19,28,2,1,11,0,K,19,1,L,4627,0,90,99,0,1
3824,3824,974679047,1,2,31,27,3,8,#,0,K,29,61,P,120,0,40,99,0,0
3831,3831,989315987,1,2,44,**,4,1,12,500,K,42,1,L,432,0,110,99,0,1
3834,3834,946780478,1,1,23,27,2,1,11,0,T,14,1,a,600,0,60,99,0,1
3847,3847,993788578,1,2,33,**,2,1,12,500,T,30,1,L,500,0,70,99,0,0
3850,3850,615775470,1,2,46,27,4,1,#,0,K,37,1,L,4379,0,100,99,0,1
3867,3867,992701121,1,1,24,23,4,1,12,0,C,23,1,L,190,0,90,99,0,0
3868,3868,982386910,1,1,27,28,4,1,11,0,K,22,1,a,100000,0,100,99,0,1
3869,3869,959674620,1,2,34,40,4,1,12,0,T,29,1,L,1000,0,100,99,0,1
3870,3870,944630281,1,1,40,13,4,10,12,0,T,33,1,L,2149,0,120,99,0,1
3872,3872,947013038,1,1,31,27,2,1,#,0,C,22,1,a,1007,0,50,99,0,1
3875,3875,244208140,1,2,40,**,4,1,11,0,T,37,1,L,2149,0,90,99,0,1
3876,3876,246817357,1,2,49,32,2,1,12,0,N,49,1,L,1560,0,50,99,0,1
3878,3878,247135332,1,1,46,14,2,99,#,0,T,44,1,a,480,0,50,99,0,0
3881,3881,607416832,1,1,41,**,4,1,#,0,K,33,1,L,486,0,100,99,0,1
3882,3882,970224026,1,2,22,27,2,1,11,0,K,18,1,L,240,0,110,99,0,1
3887,3887,201306841,1,2,54,7,4,1,#,0,H,34,1,a,451,0,100,99,0,1
3895,3895,989383407,1,1,38,28,4,1,11,0,K,35,1,a,600,0,3,10,3,0
3899,3899,240740364,1,1,48,11,4,1,12,500,T,47,#,#,480,0,90,99,0,0
3905,3905,964284965,1,2,27,23,4,1,11,0,C,23,1,L,324,0,100,99,0,0
3909,3909,315183723,1,2,60,14,4,1,#,0,T,41,1,L,505,0,100,99,0,0
3912,3912,982653069,1,2,24,13,4,1,12,0,T,49,1,L,240,0,80,99,0,0
3918,3918,323771093,1,2,46,12,4,99,#,0,T,30,1,L,630,0,120,99,0,0
3922,3922,613949861,1,2,49,27,2,1,#,0,K,34,1,L,324,0,100,99,0,0
3929,3929,241612821,1,2,13,**,4,1,12,0,T,45,1,L,1200,0,20,99,0,1
3937,3937,203012392,1,1,58,3,4,1,#,0,H,41,1,a,1220,0,100,99,0,0
3941,3941,964347137,1,2,38,13,4,1,11,0,T,34,1,L,729,0,100,99,0,0
3944,3944,516001750,1,1,33,22,90,99,#,0,C,21,1,a,770,0,100,99,0,0
3946,3946,700253390,1,1,40,16,2,1,#,0,R,22,1,L,2160,0,80,99,0,1
3953,3953,248327478,1,1,63,**,4,1,#,500,N,61,1,L,700,0,50,99,0,1
3957,3957,246244809,1,2,23,**,4,1,12,500,K,22,1,L,972,0,100,99,0,0
3959,3959,258311459,1,2,41,40,4,1,11,500,Q,40,1,L,480,0,30,99,0,0
3960,3960,509071800,1,1,21,**,4,8,#,0,C,11,1,a,4200,0,30,8,1,1
3961,3961,953023807,1,1,26,12,2,1,11,0,T,20,1,L,10000,0,10,3,7,1
3963,3963,980155593,1,2,22,13,2,17,#,0,T,20,1,L,530,0,0,9,4,0
3967,3967,969783055,1,1,46,**,2,1,11,0,T,43,1,L,4600,0,50,99,0,0
3971,3971,997509165,1,2,37,9,4,8,12,500,T,37,1,L,2187,0,70,99,0,1
3981,3981,945777636,1,1,24,**,2,1,#,0,N,15,1,L,1020,0,100,99,0,0
3985,3985,249982625,1,2,12,28,4,28,#,500,K,67,1,L,1,0,20,99,0,0
3988,3988,952043497,1,2,48,1,4,1,#,0,D,43,1,L,14776,0,100,99,0,1
3989,3989,997532186,1,2,24,23,4,6,#,500,C,23,1,L,720,0,90,99,0,0
3990,3990,100061816,1,2,51,1,2,1,#,0,D,28,1,a,324,0,100,99,0,0
4005,4005,960507285,1,2,31,**,2,1,11,0,C,26,1,L,1480,0,70,99,0,0
4006,4006,803980344,1,1,36,2,2,99,#,0,N,21,1,a,2980,0,70,99,0,0
4009,4009,962789488,1,2,65,33,4,99,#,0,N,58,1,a,700,0,100,99,0,0
4015,4015,981137237,1,2,15,13,4,1,#,0,T,49,1,L,324,0,100,99,0,0
4017,4017,945671588,1,2,27,13,2,6,11,0,T,21,1,L,540,0,60,99,0,0
4026,4026,803095941,1,1,41,35,2,99,#,0,N,25,1,L,550,0,80,99,0,1
4034,4034,615152920,1,1,57,27,4,1,11,0,K,47,1,L,2810,0,110,99,0,1
4038,4038,515492617,1,2,25,22,4,1,#,0,C,48,1,L,194,0,100,99,0,2
4045,4045,257132434,1,2,47,26,1,1,11,0,T,47,1,a,9412,0,30,99,0,1
4049,4049,252536914,1,2,28,27,2,21,#,0,K,27,1,L,980,1,0,99,0,0
4058,4058,965183606,1,2,31,**,2,1,11,0,T,26,1,L,5850,0,60,99,0,1
4061,4061,507616408,1,1,38,21,4,1,#,0,C,25,1,L,1008,0,100,99,0,1
4063,4063,959460749,1,1,23,28,2,1,#,0,K,18,1,L,1940,0,60,99,0,1
4065,4065,313757311,1,1,49,12,4,1,#,0,T,31,1,L,380,0,120,99,0,0
4068,4068,305564526,1,1,45,14,4,1,#,0,T,29,1,a,130,0,100,99,0,1
4077,4077,313806420,1,2,34,6,3,1,#,0,T,18,1,L,1680,1,3,99,0,0
4082,4082,961772581,1,2,28,2,3,1,11,0,T,21,1,a,1099,1,3,3,8,0
4083,4083,958984613,1,2,21,4,4,1,11,0,H,39,1,L,2678,0,90,99,0,2
4084,4084,204679004,1,1,33,4,2,99,12,0,H,23,1,L,273,0,80,99,0,0
4086,4086,960138471,1,1,58,11,2,10,#,0,T,54,1,L,324,0,100,10,3,0
4092,4092,991086593,1,1,56,9,4,1,12,0,T,55,1,R,4000,0,90,99,0,0
4094,4094,506724560,1,1,31,**,4,1,#,0,C,16,1,L,130,0,130,99,0,0
4098,4098,951831773,1,1,57,16,2,1,12,0,T,52,1,L,2607,0,3,6,7,0
4102,4102,962731380,1,2,65,14,4,6,11,0,T,58,1,L,324,0,100,99,0,0
4111,4111,971791185,1,2,21,**,2,1,#,0,R,45,1,L,324,0,100,99,0,0
4118,4118,244541967,1,2,42,12,4,1,12,0,T,40,1,L,842,0,80,99,0,1
4120,4120,243894918,1,2,31,46,4,1,#,0,Q,31,1,L,240,0,70,99,0,0
4127,4127,509018174,1,1,27,23,2,1,11,0,C,18,1,L,2678,1,5,3,10,1
4128,4128,606070687,2,#,0,27,4,16,#,0,K,999,1,L,1207,0,80,99,0,1
4132,4132,506566717,1,2,36,22,2,99,#,0,C,18,1,a,1,0,50,99,0,0
4138,4138,240497932,1,2,55,47,2,1,11,500,Q,55,#,#,324,0,100,99,0,0
4143,4143,995117946,1,1,45,**,4,1,11,0,T,42,1,L,540,0,70,99,0,1
4144,4144,242244346,1,2,17,**,4,1,#,500,C,45,1,L,980,0,20,99,0,0
4149,4149,530013293,1,1,40,23,4,1,#,100,C,28,1,L,302,0,100,99,0,0
4150,4150,951224398,1,1,32,13,4,1,11,0,T,24,1,L,4760,0,20,7,4,0
4152,4152,985844449,1,2,63,**,4,1,11,500,K,62,1,L,594,0,50,99,0,1
4156,4156,905605870,1,2,34,40,2,1,#,0,Q,22,1,L,365,0,60,99,0,0
4158,4158,907596094,1,1,32,40,2,1,11,0,Q,24,1,L,324,0,100,99,0,0
4164,4164,952820034,1,2,35,26,3,1,#,0,K,30,1,L,960,0,70,99,0,0
4167,4167,997219451,1,1,68,**,2,1,#,500,T,67,1,L,980,0,50,99,0,0
4177,4177,955637704,1,2,22,13,4,17,#,0,T,17,1,L,3109,0,90,99,0,1
4188,4188,952192411,1,1,21,**,4,1,#,0,T,44,1,L,300,0,100,99,0,0
4190,4190,952196766,1,2,30,34,3,1,#,0,T,23,1,a,600,0,10,3,1,0
4194,4194,952682518,1,2,42,21,3,26,#,0,C,34,1,L,700,0,40,99,0,1
4196,4196,241267965,1,2,44,**,4,1,11,500,T,44,1,L,2392,0,90,99,0,0
4208,4208,252464980,1,2,32,**,4,1,12,500,T,32,1,L,1890,0,80,99,0,1
4211,4211,986752529,1,2,46,**,4,1,11,0,C,45,1,L,1500,0,90,99,0,1
4212,4212,257379040,1,2,43,33,2,1,16,500,N,43,1,L,1,0,30,99,0,0
4215,4215,963430255,1,2,23,**,4,1,12,0,T,16,1,a,999,0,60,99,0,0
4216,4216,253997205,1,1,32,**,4,1,12,0,Q,31,1,a,1400,0,60,99,0,0
4218,4218,244529239,1,1,41,28,2,1,#,0,K,40,1,L,1044,0,50,99,0,1
4220,4220,606614442,2,2,999,27,2,1,12,0,K,999,1,L,500,0,60,99,0,3
4224,4224,979895051,1,1,44,1,4,10,11,0,D,41,1,L,360,0,100,99,0,0
4233,4233,940876182,1,2,42,14,4,1,12,0,T,35,1,L,250,0,140,99,0,0
4237,4237,313047431,1,2,61,**,2,1,#,0,T,42,1,L,895,0,50,99,0,1
4238,4238,959237051,1,2,22,14,4,17,#,0,N,17,1,L,6750,0,60,99,0,0
4241,4241,303298028,1,2,52,13,2,99,#,0,T,31,1,L,2120,0,20,5,2,1
4243,4243,249985385,1,1,16,12,2,6,#,0,T,18,1,L,9780,0,20,12,1,1
4245,4245,988408293,1,1,17,**,4,1,12,0,T,46,1,L,250,0,100,99,0,0
4246,4246,801223553,1,2,48,33,2,99,#,0,N,30,1,L,324,0,100,99,0,0
4248,4248,258333879,1,2,37,27,4,1,12,0,K,36,1,a,3600,0,30,99,0,0
4249,4249,960199542,1,2,52,44,4,1,11,0,T,47,1,L,1540,0,100,99,0,0
4251,4251,947874041,1,2,26,13,4,1,12,0,K,20,1,L,730,0,120,99,0,0
4257,4257,985976506,1,1,24,1,2,1,11,0,D,25,1,L,648,1,100,10,3,0
4259,4259,941704978,1,2,42,13,4,1,11,0,T,33,1,a,2617,0,100,99,0,0
4260,4260,258351356,1,2,40,2,2,1,#,0,H,39,1,a,224,0,30,99,0,0
4264,4264,975667261,1,2,61,**,4,1,12,0,N,55,1,a,3818,0,50,99,0,1
4271,4271,325220483,1,2,48,13,2,1,#,0,T,36,0,L,120,0,60,99,0,0
4276,4276,974578358,1,1,59,27,2,1,12,0,T,56,1,L,3146,0,50,99,0,1
4279,4279,317682518,1,2,36,8,4,1,11,0,T,27,1,L,324,0,110,99,0,0
4280,4280,253991790,1,1,27,27,2,1,#,500,K,27,#,9,100,0,50,99,0,0
4282,4282,247014922,1,1,14,13,2,6,#,0,T,49,1,L,5356,0,20,99,0,0
4286,4286,950691193,1,1,30,**,4,1,11,0,T,24,1,L,648,0,100,99,0,0
4288,4288,981624918,1,1,28,**,2,1,12,0,T,25,1,L,13600,0,30,9,1,0
4290,4290,615855614,1,1,35,40,3,1,#,0,K,23,1,a,1188,1,100,10,3,0
4291,4291,603136338,1,2,42,25,2,1,#,0,K,24,1,L,1080,0,90,99,0,0
4296,4296,259200852,1,1,29,20,2,28,#,500,T,29,1,L,1,0,5,99,0,0
4301,4301,801397302,1,2,42,34,2,99,#,0,N,51,1,a,10,0,50,99,0,1
4305,4305,605259657,1,2,44,29,4,99,#,0,K,28,1,L,67,0,100,99,0,0
4308,4308,246140089,1,2,42,**,4,1,#,500,T,39,#,9,324,0,100,99,0,0
4309,4309,949336799,2,#,0,13,2,1,11,0,T,999,1,L,2134,0,20,5,2,1
4314,4314,804810480,1,1,54,34,2,1,#,0,N,45,1,L,2980,0,70,99,0,0
4315,4315,982350400,1,1,50,**,2,1,12,0,C,46,1,a,1000,0,50,99,0,0
4318,4318,803326479,1,2,69,33,3,99,#,0,N,52,1,a,1,0,50,99,0,0
4319,4319,994859086,1,2,31,13,4,1,12,0,T,30,1,L,540,0,100,99,0,0
4320,4320,316656573,1,1,78,11,2,99,#,0,T,64,1,L,5272,0,50,99,0,2
4321,4321,979161993,1,2,73,12,4,10,12,0,T,70,1,L,600,0,50,99,0,0
4323,4323,515859983,1,1,74,23,2,1,#,0,C,63,1,L,324,1,0,3,5,1
4324,4324,308435121,1,2,46,11,2,1,#,0,T,35,1,L,1358,0,60,99,0,0
4327,4327,605617154,1,1,65,**,2,1,#,0,K,15,1,L,6180,0,50,99,0,0
4328,4328,964007828,1,2,54,**,2,1,11,0,T,50,1,L,240,0,60,99,0,1
4329,4329,982519943,1,1,21,14,4,17,11,0,T,18,1,L,2149,0,90,99,0,1
4330,4330,993566558,1,1,34,14,4,1,12,0,T,33,1,L,500,0,80,99,0,0
4334,4334,964782517,1,1,23,13,2,8,12,0,T,19,1,L,980,0,80,99,0,0
4335,4335,248933464,1,2,52,**,4,1,#,500,K,50,1,L,324,0,90,99,0,1
4337,4337,962067521,1,1,18,**,4,1,11,0,K,44,1,L,2380,0,3,99,0,0
4338,4338,952249686,1,2,28,11,4,10,11,0,T,23,1,L,5000,0,150,99,0,1
4343,4343,604361846,1,2,32,12,4,99,#,0,K,15,1,L,864,0,100,99,0,1
4358,4358,955440171,1,2,24,13,4,10,11,0,T,39,1,a,2600,0,50,5,2,1
4359,4359,959040887,1,2,53,11,4,99,11,0,T,48,1,L,120,0,100,99,0,0
4360,4360,940313388,1,2,50,13,2,8,#,0,T,43,1,L,1500,1,3,10,3,1
4368,4368,954132200,1,1,52,28,4,1,11,0,K,18,1,L,8174,0,110,99,0,0
4371,4371,979352065,1,2,21,47,2,17,#,0,Q,16,1,a,1487,0,3,10,3,0
4375,4375,942756070,1,2,36,23,4,1,12,0,C,27,1,L,452,0,100,99,0,1
4376,4376,318104990,1,2,65,15,4,1,11,0,T,56,0,L,960,0,50,99,0,0
4389,4389,606972595,1,1,35,28,2,1,12,0,K,26,1,L,324,0,100,12,1,0
4390,4390,964721236,1,2,63,**,4,1,11,0,T,57,1,L,324,0,100,99,0,0
4392,4392,250203043,1,1,15,6,1,1,#,0,H,44,1,L,1600,0,20,99,0,1
4393,4393,995044529,1,2,55,37,2,1,11,0,S,54,1,L,980,0,60,99,0,0
4398,4398,514939736,1,1,58,23,4,1,#,0,C,46,1,L,324,0,100,99,0,0
4401,4401,244877192,1,1,33,12,2,1,11,500,T,33,1,L,3540,0,50,99,0,1
4406,4406,982325282,1,1,14,23,4,99,#,0,C,42,1,L,3973,0,20,99,0,1
4407,4407,326389768,1,2,43,**,2,1,11,0,T,30,1,a,600,0,100,99,0,0
4412,4412,248588237,1,2,23,13,4,1,12,0,D,22,1,a,1967,0,80,99,0,1
4415,4415,247202272,1,1,58,**,4,1,#,500,T,56,1,L,324,0,80,99,0,1
4421,4421,907545595,1,2,27,46,2,1,12,0,Q,18,1,L,2050,1,20,4,3,0
4429,4429,603741783,1,1,39,27,2,1,#,0,K,21,1,L,11020,0,80,99,0,1
4430,4430,303328704,1,2,50,11,2,1,#,0,T,28,1,L,378,0,70,99,0,1
4431,4431,986916742,1,2,51,30,2,1,11,0,T,50,1,L,2571,0,60,99,0,0
4432,4432,993081020,1,2,45,26,2,8,12,0,K,44,1,L,54,0,40,99,0,0
4439,4439,996846874,1,2,51,**,4,1,#,500,T,48,1,L,120,0,80,99,0,0
4443,4443,255862922,1,1,15,26,4,8,#,0,K,15,1,a,700,0,20,99,0,1
4446,4446,970686812,1,1,18,1,4,1,#,0,D,39,1,L,19210,0,20,99,0,1
4448,4448,956651455,1,1,32,**,4,1,11,0,T,24,1,L,1833,0,100,99,0,1
4449,4449,256968607,1,1,63,27,2,1,#,500,K,63,1,L,1,0,5,99,0,0
4451,4451,242225140,1,2,22,12,4,1,12,0,T,38,1,L,31415,0,70,99,0,1
4457,4457,203483574,1,2,44,15,2,1,#,0,H,29,1,L,324,0,100,99,0,0
4458,4458,316705712,1,1,47,20,2,1,#,0,T,31,1,L,980,1,100,6,3,0
4462,4462,257051873,1,1,42,27,2,1,12,0,K,42,1,a,960,0,30,99,0,0
4466,4466,307392087,1,2,41,12,2,1,11,0,T,31,1,L,130,1,0,3,6,0
4471,4471,249441951,1,1,75,**,4,1,12,0,K,49,1,L,1,0,50,99,0,0
4473,4473,944644284,1,2,34,**,4,1,#,0,Q,25,1,L,6360,0,80,99,0,1
4476,4476,988475769,1,2,22,24,2,1,12,0,C,19,1,a,5516,0,70,99,0,0
4479,4479,340661713,1,2,35,13,4,1,11,0,T,27,1,L,626,0,110,99,0,0
4482,4482,258892476,1,1,42,13,4,1,12,500,T,42,1,L,540,0,30,99,0,1
4486,4486,203607222,1,2,62,4,2,1,#,0,H,47,1,L,260,0,50,99,0,1
4488,4488,253834137,1,1,41,**,4,1,#,500,T,41,1,R,1,0,5,99,0,0
4492,4492,984783768,1,2,35,**,2,1,11,0,K,33,1,L,324,0,100,4,8,0
4494,4494,955165035,1,2,27,**,2,1,#,0,T,22,1,L,500,0,50,99,0,1
4497,4497,325586497,1,2,38,14,4,1,#,0,T,26,1,L,375,0,120,99,0,1
4508,4508,513909724,1,1,40,23,2,1,#,0,C,25,1,L,302,0,100,99,0,0
4519,4519,254979577,1,1,28,11,2,1,#,0,T,28,1,a,1,0,30,99,0,0
4525,4525,325444199,1,1,43,14,4,99,#,0,T,28,1,a,4092,0,100,99,0,0
4528,4528,305152546,1,1,44,12,2,1,#,0,T,28,1,L,480,0,60,99,0,0
4537,4537,985338540,1,1,36,14,2,1,12,0,T,35,1,L,47880,0,50,99,0,0
4544,4544,987882199,1,1,29,14,2,1,11,500,T,28,1,L,3920,0,60,99,0,0
4550,4550,949048250,1,2,43,28,2,1,#,0,R,36,1,L,6997,0,60,99,0,1
4551,4551,968982908,1,2,47,22,2,1,#,0,C,43,1,L,540,0,50,99,0,1
4555,4555,989223733,1,2,28,34,4,1,12,0,N,24,1,a,4136,0,90,99,0,2
4559,4559,103610506,1,2,60,1,2,1,#,0,D,47,0,0,648,0,100,99,0,0
4566,4566,504184656,1,2,41,22,4,1,#,0,C,26,1,L,1465,0,160,99,0,0
4577,4577,985974241,1,2,23,**,4,1,12,0,T,19,1,a,226,0,110,99,0,1
4580,4580,991986553,1,2,19,36,4,1,12,0,S,49,1,L,1,0,80,99,0,0
4581,4581,955029282,1,2,20,34,2,99,#,0,N,47,1,a,400,0,20,99,0,0
4591,4591,248179216,1,2,21,34,2,1,#,0,T,19,1,a,1598,0,20,8,2,1
4592,4592,250399868,1,1,999,27,2,28,#,0,K,78,1,a,32771,1,90,99,0,1
4593,4593,253155745,1,1,32,14,2,20,#,0,T,30,1,L,3507,0,30,99,0,1
4594,4594,980476886,1,1,38,23,4,1,12,0,C,35,1,L,1188,0,80,99,0,1
4597,4597,507057320,1,2,73,23,4,1,#,0,C,60,1,L,1,0,50,99,0,0
4605,4605,253076057,1,2,56,34,4,1,11,500,N,56,1,L,700,0,90,99,0,1
4608,4608,940330229,1,2,43,23,2,1,12,0,T,33,1,L,33,0,40,11,1,1
4614,4614,801349444,1,1,35,37,4,99,#,0,N,18,1,L,540,0,100,99,0,1
4623,4623,952403625,1,2,45,34,4,1,#,0,N,40,1,L,324,0,100,99,0,0
4628,4628,975541064,1,2,51,12,4,1,11,100,T,48,1,L,1,0,80,99,0,1
4636,4636,959619476,1,1,43,13,4,1,11,0,T,36,1,a,8820,0,90,99,0,0
4641,4641,964893916,1,2,52,27,2,1,#,0,K,48,1,L,2484,0,70,99,0,0
4642,4642,991270871,1,2,19,40,3,27,#,0,K,18,0,#,14575,0,30,99,0,1
4643,4643,993322933,1,2,24,**,4,1,#,0,K,23,1,L,324,0,100,99,0,0
4651,4651,941135298,1,1,48,14,4,1,#,0,T,41,1,L,1080,0,110,99,0,0
4653,4653,990225402,1,1,19,23,2,1,#,0,C,39,1,a,2650,1,3,6,7,0
4664,4664,956708284,1,2,28,13,2,27,#,0,T,21,1,L,540,1,100,3,5,0
4666,4666,963830627,1,2,44,12,2,8,11,0,T,41,1,L,100,0,50,99,0,0
4670,4670,954434110,1,2,27,46,2,1,12,0,T,21,1,L,1782,0,60,99,0,1
4675,4675,984711322,1,2,39,**,2,27,11,0,T,38,1,L,194,0,50,99,0,1
4682,4682,601224029,1,2,40,26,4,8,#,0,K,20,1,L,7200,0,110,99,0,1
4691,4691,340257637,1,1,42,11,2,1,12,0,T,34,1,L,2789,0,60,99,0,1
4693,4693,247598833,1,2,43,13,2,1,#,500,T,43,1,L,480,0,50,99,0,0
4695,4695,944289101,1,1,48,23,2,20,11,0,C,41,1,L,864,1,100,10,3,0
4700,4700,971629284,1,1,49,13,4,1,12,0,T,45,1,L,324,0,100,99,0,0
4701,4701,948743374,1,1,34,27,2,1,11,0,K,27,1,L,2942,0,60,99,0,0
4704,4704,613543779,1,2,70,28,3,1,#,0,K,54,1,L,120,0,50,99,0,1
4710,4710,246629218,1,1,39,**,4,1,12,0,N,37,1,L,700,0,90,99,0,1
4721,4721,505072212,1,1,35,**,4,1,#,0,C,15,1,a,6785,0,110,99,0,1
4726,4726,981406047,1,1,22,11,4,8,11,0,T,17,1,a,972,0,100,99,0,0
4728,4728,963196011,1,1,35,**,2,1,11,0,T,28,1,a,49007,0,60,99,0,1
4729,4729,969594465,1,1,29,13,4,1,12,0,T,25,1,L,10000,0,90,99,0,1
4731,4731,983751682,1,1,16,**,4,1,12,0,T,45,1,L,2400,0,20,99,0,0
4732,4732,804426057,1,1,32,34,2,99,11,0,N,22,1,L,1645,1,10,6,7,0
4735,4735,260029875,1,1,79,**,4,1,12,500,T,78,1,L,1023,0,30,99,0,0
4755,4755,256136786,1,1,27,13,2,17,#,0,T,27,1,a,1080,1,3,9,4,1
4764,4764,944680373,1,1,43,1,2,1,12,0,D,34,1,a,2070,1,3,4,9,1
4767,4767,990685519,1,1,62,**,4,1,12,500,K,61,1,L,324,0,100,99,0,0
4769,4769,952521932,1,1,25,**,4,1,11,0,T,20,1,L,830,0,110,99,0,0
